"","M_HBV_unfiltered.logFC","M_HBV_unfiltered.gene_name","M_HBV_unfiltered.adj.P.Val","F_HBV_unfiltered.logFC","F_HBV_unfiltered.gene_name","F_HBV_unfiltered.adj.P.Val","residuals"
"269",-4.93853059679596,"HSD17B13",9.92887634965656e-24,-4.81997884451252,"HSD17B13",6.39940480424144e-07,-1.06028591258559
"270",-1.91273611873607,"LDHD",9.74577802240667e-24,-2.45913839216743,"LDHD",5.34624581936521e-10,0.0884667619086016
"273",-3.17180093063242,"CYP4A22",1.17490872774421e-23,-2.75850305510463,"CYP4A22",1.63807163145513e-05,-0.932581124157243
"275",2.09551764484767,"CCNE2",1.49492490982715e-23,2.42671885085072,"CCNE2",1.6535488914625e-10,0.212104653932898
"276",-2.52907460811217,"HOGA1",1.32591068495349e-23,-2.08583378341267,"HOGA1",1.26044698087652e-05,-0.824676348635519
"280",-3.17848389270331,"RDH16",1.50837381425502e-23,-3.6218737772306,"RDH16",6.42282798417268e-09,-0.252820859708789
"282",-2.34049644653848,"AZGP1",1.93482497442605e-23,-2.4512984688989,"AZGP1",1.58602219582379e-07,-0.345526881532381
"287",-1.78707321418158,"RCL1",2.52549260196239e-23,-2.0142164926506,"RCL1",4.82311400839911e-08,-0.139615968437979
"298",-3.21085832348016,"AC137723.2",6.35418140042238e-23,-3.64278150849621,"AC137723.2",1.81704095391266e-07,-0.268572106329216
"299",-3.47662796818903,"CETP",6.82563205215601e-23,-2.44909931919672,"CETP",0.000316044328645558,-1.48340688894748
"304",-3.18524792187962,"CYP2C9",8.03832379697397e-23,-2.56495190049096,"CYP2C9",0.000135355010837981,-1.09991551934883
"305",2.47014673967192,"COLCA2",8.94498048432837e-23,3.01338227935149,"COLCA2",1.61762961993958e-10,0.120293172976063
"307",-2.85336453027878,"HGF",8.07363878262079e-23,-2.73836721530335,"HGF",2.72182894325623e-05,-0.630154197471914
"314",-2.25981344252376,"DMGDH",9.48089565659478e-23,-2.03869761517891,"DMGDH",1.90563322608639e-05,-0.592891903740702
"317",5.51410266282621,"EPS8L3",1.3487419480813e-22,4.1575886436434,"EPS8L3",0.00112018940920724,2.2545208781356
"318",1.7490765618405,"MAD2L1",1.33087247388718e-22,2.73204594967532,"MAD2L1",4.05963940758729e-16,-0.377093929982866
"319",-2.75974246651427,"TTR",1.53384296696006e-22,-2.90846429954463,"TTR",1.64464295997853e-07,-0.401292440797039
"320",3.12383505639288,"THY1",1.41817530414186e-22,4.12794764814161,"THY1",2.21398650564676e-09,-0.112179956726663
"321",-3.97374318708831,"AL161645.1",1.55855059823019e-22,-3.68729685660016,"AL161645.1",1.25992968250971e-05,-0.996063994012884
"326",3.49862058531411,"COL15A1",1.6286262558041e-22,4.8122977237509,"COL15A1",4.13331114428929e-11,-0.281503073061828
"328",-4.76169217560931,"SLC25A47",1.6658415015665e-22,-3.51274672263461,"SLC25A47",0.000152544312997599,-1.92279317750465
"333",1.6447505477543,"PCLAF",2.70694094457226e-22,2.17319536651276,"PCLAF",5.97260351108536e-12,-0.0370926260153594
"337",-2.48354035494021,"IGFBP3",2.61103787988785e-22,-2.90153891849961,"IGFBP3",8.07148399131847e-09,-0.130596516527679
"338",2.28916244270577,"FAM83D",2.92953558693003e-22,2.50213747407004,"FAM83D",2.64276792701895e-08,0.345786099159771
"346",2.41363562091402,"FAM111B",4.86245613352455e-22,3.44190555432138,"FAM111B",8.83679012300077e-14,-0.276925468020526
"347",-3.8962875638869,"CYP2C8",4.75507726139499e-22,-4.47744836702388,"CYP2C8",6.16194315031822e-09,-0.290379802996717
"348",1.65520337719698,"GMNN",4.39190955566886e-22,2.12187135204632,"GMNN",8.72428802886622e-10,0.0141665698993214
"349",3.65536358286325,"ESM1",6.11630595241576e-22,5.20030401540211,"ESM1",1.04010296868442e-13,-0.43325361591792
"351",2.63999309870973,"ADM2",6.23717012036043e-22,2.1730527500097,"ADM2",9.65616883819402e-05,0.958263315549697
"352",-2.57027008617337,"GPD1",5.06260732747456e-22,-2.99514710959836,"GPD1",4.21117896750134e-08,-0.142900850790881
"354",-3.86531684786542,"MOGAT2",5.80432516680138e-22,-4.68366343122064,"MOGAT2",3.30063638747553e-07,-0.0954529434595616
"355",2.12515941655993,"TK1",6.60282352335679e-22,2.06393413347648,"TK1",1.85039370290196e-06,0.530186959409224
"356",-4.16843232832968,"LYVE1",1.02217931912674e-21,-3.66198149493308,"LYVE1",6.84021938223913e-05,-1.21088070976878
"360",-3.82759088248079,"RPS12P21",1.09471562258049e-21,-4.30351358447741,"RPS12P21",2.51272567777695e-07,-0.359974066923032
"366",-4.66667640653779,"CDHR2",1.27675018196145e-21,-2.49497847182024,"CDHR2",0.00405025076321456,-2.63697802646849
"367",1.96305286151507,"TPX2",1.20581556755551e-21,2.55136416840519,"TPX2",2.14343124163544e-10,-0.0194623247369846
"369",-3.30253477960062,"AC019257.1",1.45313359421354e-21,-3.86325749260913,"AC019257.1",3.0015430960241e-07,-0.184953938685009
"372",-1.70973393325512,"GCDH",1.43260918567607e-21,-2.02423297709142,"GCDH",4.39655098954832e-08,-0.0543128456510888
"375",-2.47785281486621,"TMEM25",1.90465229603245e-21,-2.78415836388371,"TMEM25",9.53932428545633e-07,-0.218235150918757
"383",4.26132656347723,"HAGLR",2.57688542267044e-21,3.84807484582271,"HAGLR",4.61379387568365e-05,1.24783101333615
"386",-4.23732730474133,"DBH",2.62658140721862e-21,-2.6041873077579,"DBH",0.000913133671110229,-2.12079986760037
"388",-2.86781491826216,"AL356056.3",3.02867939718486e-21,-2.13534601782206,"AL356056.3",0.000116277644941404,-1.12405079071846
"392",2.27030415970496,"CD34",3.09005477308808e-21,3.24086751327681,"CD34",5.61248489988099e-11,-0.260416899899025
"402",-1.41192389077296,"ECHS1",4.33631544345545e-21,-2.12670683608177,"ECHS1",6.0208216747475e-13,0.324971451860257
"403",3.4874171652039,"ALG1L",5.02193066079932e-21,4.52700755031472,"ALG1L",5.64107888062947e-12,-0.0658798216982039
"404",-3.69739033015458,"KRT17P4",5.03386384112885e-21,-4.71859710635568,"KRT17P4",6.99160176478303e-08,0.100248415416643
"406",-2.06360833600117,"ITIH4",5.03386384112885e-21,-2.10995909729808,"ITIH4",2.55552293249255e-06,-0.340028677526515
